Gene.symbol	logFC	P.Value	adj.P.Val
TMX2	-0.08510348705292259	0.0023405048255178912	0.0031129057978040308
TXNDC5	-0.20231460243356203	0.0023450068602370727	0.0031183846122832745
SP110	-0.1364034670807941	0.0023944607246882644	0.003183628723361832
ABLIM3	-0.08604856256093019	0.002399680821834431	0.0031900487793032266
FCHSD2	0.09890734741484941	0.002413974378656856	0.0032085267022793538
ARHGAP33	-0.08250052275473063	0.0024175751392062003	0.0032127886186221993
SLC35C1	-0.10826020013432824	0.0024224256623972627	0.003218709721649322
KDSR	0.10674465835735525	0.0024340885664183697	0.003233679120923263
IGF2-AS	-0.10689957091037972	0.0024621820384664195	0.00327046804098824
CCL2	-0.27974447720742646	0.002475634599716241	0.0032878009050012463
AHI1	-0.13175001496208427	0.002497144639642478	0.003315827223145927
PCDHGA12	-0.07855706434072829	0.0025030062599527662	0.0033230690798884154
FER	0.09542054199736238	0.002506433272606311	0.003327076842884644
SMTN	-0.30884972466794913	0.002512911445442427	0.0033351327962394687
IL1RAP	0.07246945662050042	0.002521932315254039	0.0033465602405154155
COL9A1	0.18778474293196812	0.0025233362319495517	0.0033478780452876745
SPRR2B	0.07374114015673516	0.0025293278563479327	0.003355281247172278
TAGLN	-0.2572725389216064	0.002561077031004694	0.0033963378052712717
SUMO3	0.07878966273356447	0.0025611112791007443	0.0033963378052712717
GZMK	-0.23404297669728358	0.002569844294467765	0.003407364327305209
SLPI	0.26752386885057255	0.0025938221566694777	0.003438597161981385
GTPBP8	0.07417784467255295	0.002609872818396405	0.003459312556459386
TTC33	-0.09217710704572823	0.0026155610044395943	0.0034662882786108723
LONRF1	0.12107389816550729	0.0026929150512244866	0.003568221910963958
MGAT2	-0.06496872386503316	0.0026937230194044232	0.0035687122232363265
UBL5	0.060438763965516173	0.0026981746191294944	0.003574028766463955
MCM3AP	0.08845645683604175	0.00271922521510177	0.0036013272026433163
DENND1A	0.12785476232512405	0.002747140843781005	0.0036377073019128064
NCDN	0.07701616348842766	0.002769115897473352	0.0036662104709196336
P2RY11	0.1021827290617594	0.002773096836345734	0.0036708846847598093
LY6G6C	0.08811946577250662	0.002799727934630783	0.003705535640621447
SOX17	-0.09697766143531972	0.0028117770037832264	0.003720878662525091
ZMYM1	0.09310742600027044	0.0028324849765561898	0.003747673335599349
TMEM80	-0.074202502559376	0.0028345189500657317	0.0037497556694944235
TINAGL1	-0.08595780570809808	0.002853314371416154	0.0037740072736033503
BNIP3L	-0.13167833398889073	0.0028846779859349977	0.0038148719421266302
MRM3	0.08326570119214782	0.002892298601985184	0.003824329272688182
ZNF571	0.09666086707591148	0.0028999270749401175	0.0038337939217532474
STX5	-0.07558743166139692	0.002925042726099245	0.003866370344684955
GGTLC1	-0.20519851606440564	0.0029310571839240664	0.003873692019428676
ORAI3	0.08984841674384203	0.002932728928764498	0.003875272910734862
CARF	-0.09531244684945506	0.0029793059002037286	0.0039361808983074224
YY1	0.09223481636152364	0.0029888828868622703	0.003948193652948718
RBFOX2	0.08093412636739039	0.0030143422220712647	0.003980956967043475
H2BC8	-0.14207697205909842	0.0030148180452964496	0.003980956967043475
NOL12	-0.10212995129396596	0.0030151511106384006	0.003980956967043475
RAB8B	-0.11824379916663474	0.0030683684879655605	0.004050564524288248
ZNF266	-0.11839480795552682	0.003086698535306829	0.004074102099808123
GNLY	0.21602991756518808	0.003087318583782892	0.004074260589351707
HIRIP3	0.08798752440457136	0.0030972966652184574	0.004086766600528693
SMIM7	-0.0719567501925571	0.0031054412416914407	0.004096849713217347
SPCS1	0.07854552493554223	0.003108164124238832	0.004099778156105898
RPL11	0.05115524548853223	0.0031633616278808844	0.004171910326201865
KDM3B	0.08531991794380911	0.003169289306848077	0.004179051547169091
RAB35	0.08152160302245903	0.003217025672138974	0.004241310823857062
RABL3	-0.08293254822466878	0.003255246404050929	0.004291006623521679
ARCN1	0.08204870439350032	0.0032597733340594885	0.00429627897448662
TFF2	0.3272915261201934	0.003265063583341151	0.004302555488461681
PBX3	-0.20159598121278854	0.00330942522698991	0.004360308193167466
ASMTL	0.11907406655193675	0.0033350049014273927	0.0043930567714330045
SGMS1	0.10673153329980334	0.003335359215223463	0.0043930567714330045
CNDP2	-0.11154620584894559	0.003350805194240835	0.0044126877065075246
ARHGAP29	0.13106708021582048	0.0033767681369847712	0.004446159888235402
PLA2G4A	-0.21834002146858378	0.0033910910836966158	0.004464297454126611
TBC1D22B	-0.07362414170491327	0.003392597590302413	0.004465559322140909
H2AC8	-0.1594747073255487	0.0033943367882258157	0.004467127016675093
TTN	-0.065499600678230685	0.003407920022848436	0.004484279067688019
SP1	-0.08943384147584865	0.0034426717707542204	0.0045292754697894965
CHST7	-0.1037430806714541	0.003468926382750243	0.004563080079585429
RPS6KA3	-0.10502189404106943	0.003483990976822528	0.004582156628490442
ITGB2	0.21098773675387505	0.0034852894793359966	0.004583124732468781
TCEA2	-0.1204421263666493	0.0034985110069433	0.004599768666599056
PYGL	-0.20953085590551623	0.0035327517033528323	0.0046440383337025696
KLHL7	0.08099926267111002	0.003558636506067934	0.0046773111109592895
NMNAT2	-0.0602332614229768	0.0035948190341307177	0.0047241058392406415
NAPG	-0.09802283917572296	0.003597758520337315	0.0047272064144193455
WDR44	-0.10564965214295086	0.0036366017873790944	0.00477747347498827
CUL5	-0.07195929146619306	0.003645441279188015	0.004788314149597539
PTER	-0.09304031914678301	0.0037610584282972213	0.004939381971344732
BCLAF1	0.1158551593230932	0.0037648190230888394	0.00494352404433628
IP6K1	0.06292507547016335	0.003768444183402985	0.004947486974472519
CHRNB2	-0.12499573115329277	0.003776143586530364	0.004956796727873056
GLE1	0.07653968006780598	0.003819943100482304	0.005013483061013093
SIAH1	0.06196673491004834	0.0038330988009117528	0.005029939151148128
UPK3A	0.10651497584565295	0.0038773070675895568	0.00508713174912048
RPL22	0.07103521719517047	0.003902780625877506	0.005119729446277494
POLI	-0.10753522803930071	0.003964557503606333	0.005199932254448416
HTR3B	-0.06063985760062973	0.003988324540361889	0.005230263385807697
LRP1	-0.10745164307254651	0.0039913682491433435	0.005233412689021578
IFT88	0.0916714544757804	0.004005405898612842	0.005250973723905414
CDC42BPB	-0.08078651674282167	0.004021638515402098	0.005271406186587051
TXNDC9	0.09649671105952251	0.004031077824867927	0.005282929108209832
RAB2A	0.08778478326082428	0.004048896024163505	0.0053054275126078795
BRWD1	-0.1000122866051063	0.004084573568621976	0.005351316721977569
MAP3K10	0.07161703982032641	0.0040920004034373245	0.005360185064718012
PRSS23	0.18899126348193285	0.004117544961330947	0.005392779474427176
GCLM	0.11663179303324256	0.004133286009805588	0.005412525742231357
FAR2	-0.11685711297789858	0.004136233328258546	0.005415515005137996
GCLC	0.09694859256386668	0.0041372415034106975	0.00541596482109137
C5orf22	0.0769204900489493	0.004163875758882174	0.005449955598960944
TMEM184C	-0.07230618395922672	0.004180514724550658	0.0054708550650976896
GRSF1	0.07517066353792146	0.004185634751742377	0.0054766759139288105
ICAM2	0.10966745810108325	0.004203389651122169	0.005499024284314426
UFL1	-0.09119379434524522	0.0042244184059327915	0.0055256477672466
MXRA7	0.15420489506296953	0.004290189625579613	0.005610777605335944
PRX	-0.059385480167437166	0.004310291384748525	0.005636162466995463
DENND4C	-0.0926651390574218	0.004318667114281578	0.005646208617725105
OR10H3	-0.06666342869549968	0.00433424643998599	0.005665667988361539
TMEM87A	0.09343549458935385	0.004369929758806638	0.0057113965684868154
CLTCL1	0.07601991361795069	0.0043849602526409	0.005730122049193504
RBM14	0.07556230338057102	0.004395326677810256	0.0057427476507096
ZNF510	0.07687739512867164	0.004398183732827306	0.005745559352165712
RBBP8	0.08477372462718336	0.004430634805493226	0.005787024047117214
EIF1AY	-0.4856174333972918	0.004458772222860056	0.005822842122449774
COMMD4	0.07308967822387658	0.004527412058589317	0.005911533546778457
PMVK	-0.0676014678161625	0.004533162993834637	0.005918094398711705
S100PBP	0.0870232991660691	0.004555113178306926	0.005945798060231161
FABP5	-0.17346390273570833	0.004583145193415757	0.0059814302019770985
VAMP7	0.07461210113401862	0.004600741112547829	0.006003433038615253
NDUFA13	-0.0862835015856227	0.004609290293668493	0.006013625776994005
SC5D	0.11226195432393027	0.004627252566792406	0.006036094311956349
RELB	-0.11103634375186378	0.00463947211552439	0.006051065664117838
PCGF3	0.06631007285610835	0.004668115335757116	0.006087449491292166
TGFB1I1	-0.19132983055308106	0.004725986832555119	0.006161930671758667
RANBP6	0.09361610413856525	0.004732032080523303	0.006168825695758182
SLC35E3	0.08645520556828767	0.004745188360570831	0.006184987196143906
FLRT3	-0.19771551356323602	0.004777390702511811	0.006225964630540341
TRIM26	0.0808842029789476	0.0048361577663330255	0.0063015429545647305
HOXA10	0.1304279574576217	0.0048455357170232895	0.006312753086814194
AURKAIP1	-0.0770749081620572	0.004856138551990721	0.006325555156677172
NELFB	0.06116708971690166	0.004873550462626512	0.006347221147505745
ABCA7	-0.07101133399741943	0.004928142057189562	0.006417294602754513
MFAP1	-0.06528066509731723	0.004945113622316404	0.006438365698714871
NR2C1	0.08980133104530719	0.004951003047664207	0.006444629174915801
ARPC1A	0.08234157957297406	0.004951506106779707	0.006444629174915801
ANGEL2	0.08272767094268385	0.004954778416973699	0.0064478584030531255
STK16	-0.05866809874042378	0.004966794052900587	0.0064624628352366095
H3C11	0.05570450825166695	0.004988404955148585	0.00648954533517015
PRKD3	0.09110235779858566	0.005008353277836241	0.0065144566418336046
SLC35F2	-0.14272010495056797	0.005096347841525003	0.006627854861249162
TNFAIP2	0.15772705049546598	0.0051196312598054084	0.006657072783812713
IVNS1ABP	-0.1031763939864252	0.005152069447496026	0.00669818346005825
B3GNT2	-0.11137455588452738	0.005166127125288963	0.0067153884102695415
PPL	0.10642756403024833	0.005194710705058382	0.006751466911566309
GASK1B	0.17643292561413748	0.005203608442562163	0.006761952670776442
HNRNPH1	0.09727542350176144	0.005204465795722845	0.006761988483632886
ASPN	0.18786886987688334	0.005242612419593057	0.00681046526498706
CNOT1	0.08805971730631335	0.005253307136656462	0.006823270617885481
UCP2	0.1198029469692532	0.005257285237538505	0.006827349386565941
EMC1	0.09305593074513041	0.0052670072933182375	0.0068388850276052135
IFI35	-0.12586119669004958	0.00526968219413634	0.006841268153579264
NKX2-1	0.08991476184344815	0.00531189458278173	0.006894971162008334
SLC25A38	-0.06280868278018481	0.005368084986471161	0.006966797986105031
SUMO1	0.04536409752798676	0.005392046908149953	0.0069967818876614605
UBE2E1	-0.07348983274124343	0.005396070672495309	0.007000888379265128
LTB	-0.1827266141292636	0.0054289256958733765	0.007042393424971688
RNASE6	-0.1628293326957495	0.005467338414361035	0.0070910935442667624
H2BC12	-0.15100590905284506	0.005471415902330887	0.007095252735215532
DYNC1I2	0.061280151002884864	0.005513098710480729	0.007148168876962205
SLC2A6	0.09273602073449716	0.005544214188747833	0.007187368982517673
ZNF835	-0.06222200887777163	0.005563593054470893	0.007211344011592701
HOXB9	0.16332184899870583	0.005589063082100029	0.0072432053206159565
IL13RA1	-0.10115913878287408	0.005604782346485543	0.007262421901973397
IBTK	-0.0946456328273797	0.005630827620996803	0.007295010219952774
OARD1	0.08190600032781248	0.005633661420803787	0.007297521366735027
ECSIT	-0.07538505473795443	0.005662699651731072	0.007333970035275986
LRIG2	-0.06150706544305251	0.0056674375844643675	0.007338939913522983
ZNF611	-0.0733950754456476	0.005677693545076588	0.007351052541917559
COX16	-0.09882209993291546	0.0057274363109968895	0.007414277759859198
ITGB1BP1	0.1698458891523762	0.0058134316085085395	0.007524405047289722
VAT1	0.09405540008334601	0.005824256162946263	0.007537218274074813
RPL37	-0.07466912833255623	0.0058626420969978485	0.00758568917885606
PDS5A	0.06977215874917952	0.0058757974306653474	0.007601503931178269
INPP4B	0.14177614260297755	0.0059663510150172695	0.007717427685932655
HRAS	0.07231889732802799	0.0060158629912061565	0.007780236076073476
TRIM21	-0.09873953894526277	0.006029367826441741	0.0077964643633249365
TSPAN4	-0.17604450047944287	0.006036538763267949	0.0078044985533667335
PEX6	0.14521845807375122	0.006038509291696747	0.0078058077757038056
MTO1	0.06513302489965778	0.006088595657399638	0.007869304680753315
BNIP3	0.2602098022363144	0.006135169886716139	0.007928242849167431
PLAG1	0.13556395348864125	0.006167539141278716	0.007968808698633305
GPR162	-0.07163033077128667	0.006205016273108454	0.008015960305891056
COPG1	-0.08385563505646587	0.0062183069122267775	0.008031856558525282
KIFBP	-0.08124117664995012	0.0062214266484258195	0.008034612639940096
SH2D3A	0.0922127375761308	0.006254074711187468	0.008075495931146677
GTPBP6	0.08099255745878509	0.006269329211947305	0.008093910606489004
PWWP3A	0.08164054339552695	0.006287050812750664	0.008115504050864116
WDFY3	0.054576000886824794	0.0063145543928250164	0.008149715512691013
PIK3R3	0.06915705315681642	0.006332957610269687	0.00817217285290383
GAL3ST4	-0.1325893817415409	0.006349707837040108	0.008192490367960709
AOAH	0.1389726577207604	0.006353231759956699	0.008195739371835861
ALOX5	0.14158996743096441	0.006452838631518564	0.008322915797442985
KCND3	-0.07367898562825914	0.006571810390528927	0.008475024983766453
MMRN2	-0.10490669072750691	0.006620390089822148	0.008536322601576059
URM1	0.07623208421061367	0.006632282271975812	0.008550303470072915
FASTKD5	0.0952442233033981	0.006670963948563711	0.008598811328194508
PPCDC	-0.05177655675500681	0.006690118695909174	0.008622137791074467
TMEM176B	-0.14226465520549603	0.006701117231193124	0.008633666086025693
FIS1	0.07814856430818651	0.006701182721083877	0.008633666086025693
SREBF2	-0.09914146619567799	0.006712041468682711	0.008646289270992003
CDKN2C	-0.1029186781684448	0.00672231616262052	0.008658156220830509
CDCP1	-0.11241347878264474	0.006729465056988915	0.008665994113369574
SNRNP35	-0.06915816325306601	0.006731265759877465	0.008666943383985062
ANKH	0.08678967970984885	0.006740706626545613	0.008677728009434471
WDR48	0.07823645980171623	0.006765113442447055	0.00870777277562803
APOL2	0.12132966713589699	0.006767749564915002	0.008709790146003215
JUNB	0.1588592425168951	0.006771027274571706	0.008712632442836701
KRT16	0.0752408386829595	0.0068244611967153744	0.008780002256399366
ARHGEF15	0.0694228362937821	0.006883216998871413	0.008854196578343038
MDM1	0.11082427486379842	0.0068950690359023	0.008868042546333308
HIP1R	-0.0681140824554829	0.007004197616574946	0.00900697591564924
TPM2	-0.20852120795322637	0.0070117831241635975	0.009015307775135557
EOGT	0.07411904772612044	0.007017697900064417	0.009021489223477668
FKBP5	-0.1018270109491608	0.0070561286318704	0.009069462495443516
WDR45	0.06544576810279246	0.007076393899373485	0.009094075679860357
SDC1	0.09087275296263364	0.007089154979770908	0.009109038778012161
ANTKMT	0.08141650620735064	0.007112745757090339	0.009137910322328422
ZNF592	-0.06480450871993249	0.007178966143687263	0.009221531384758433
ALKBH1	0.07574183667900236	0.0071943863999340135	0.009238478141309125
ADAMTSL4	-0.06401288636882363	0.007194426590348229	0.009238478141309125
ZNF532	0.10232851469536008	0.00720806345085531	0.009254531126677158
ZNF140	0.07760832308540433	0.00723859555057845	0.009292267665668524
COPS3	0.07314303560749025	0.0072433707775900625	0.009296933133813422
ESRP2	-0.09909412602665846	0.007260603554577357	0.009317583994685177
S100A4	0.20019624434229932	0.007286945348334444	0.009349916177543284
OR2J2	-0.067309569584598	0.007335479316479985	0.009410708587845623
ZDHHC13	-0.09095056070226093	0.007363377573854329	0.009445012411355095
SIX1	0.08071881832572281	0.007374651535461348	0.00945798479107248
TTLL1	0.07401002118246325	0.007506513650257296	0.009624205440928766
ZNF442	-0.06274412239991811	0.007506620417541199	0.009624205440928766
SCFD1	-0.06258686904799049	0.007523220529962148	0.00964397107104948
IER5	0.11589354167275445	0.0075452306293546266	0.00967066442255597
BLTP2	0.06406365810785974	0.007595484240516876	0.009733543179111813
SLC25A36	0.10614047659913872	0.007614312257088456	0.00975613688412167
POMC	-0.08079093167892282	0.007623276003250681	0.00976608648805059
BCL11A	0.06806864124861622	0.007657687545116376	0.009808628702476164
SMURF2	0.06346652389062157	0.007690643205264322	0.009849293018968875
ATP7A	0.09621499851424264	0.007799102914148634	0.00998662628023212
KRIT1	0.07568450773377222	0.007825357022694084	0.010018669972966866
MREG	0.10240174911625743	0.007891026269588017	0.01010115819523606
FURIN	-0.06856292872603653	0.007933056574693063	0.010153365482515121
DNALI1	-0.12828347336370172	0.007976071234064793	0.010206816031154836
AMELY	-0.06131630415865352	0.008005795352474568	0.01024324483079216
FGF1	-0.053835766072491076	0.008019301907822289	0.010258915423366379
B3GNT3	-0.11982743181078526	0.008036335383282293	0.010279092299225774
ZNF165	0.12234211308527154	0.008058608368988284	0.010305963527759815
PPP1R15A	0.12454767854595339	0.008121367710751727	0.01038459524163123
LCP1	-0.17246672508390404	0.00818059457636628	0.010457238497078823
HMCES	0.06022648698112576	0.00818074554164652	0.010457238497078823
SATB1	-0.07855873425697268	0.008243204781040828	0.010535425934865388
IRAK4	0.07265260257638761	0.008316295146603158	0.010627174086509194
CDKL5	-0.06793834773204122	0.008344668514026345	0.010661759755534758
AKT2	0.0833174199754767	0.008352953992807974	0.010670672846432385
TNFAIP8	-0.10630677558851076	0.008380185387909656	0.010703782245466425
ROBO1	0.09123684726964498	0.008381963541346068	0.010704375630532692
TXNDC15	-0.07979046410211232	0.008409035782660623	0.010737266153698122
ECHDC3	-0.2733072920134543	0.008529391174363675	0.010889238395721383
CAPN7	-0.07047758676782223	0.008568916774918424	0.010937986027382557
UGT2A1	-0.08339026254076565	0.008658926505810642	0.011051149897549087
EVX1	-0.05874235704483333	0.008702194683430656	0.011104632708311371
VPS51	-0.08873596762940039	0.00874134427149456	0.011152843975013177
BCAS3	0.07985518176205808	0.00879968938004706	0.011225527357232857
SLC26A1	-0.04993384296999448	0.008804672508513293	0.01123012619688133
GATB	-0.07823939765087484	0.008838455236197976	0.011271450973361082
DNAJC17	-0.06903778586485032	0.008877778409688807	0.011319827297849175
ABCA11P	-0.07183432330748296	0.008892078119841591	0.011336286701906935
CD99	-0.1017303389821862	0.008942070975821718	0.011398238132640574
BTG2	-0.179748171609992	0.008994546962269081	0.011463334875747692
BNIP2	-0.09307525397115146	0.009068314950363523	0.011555543163489031
SLC37A4	-0.1108372580055299	0.00910640749949495	0.011602269342305245
ASTN2	-0.07957520418291786	0.00919092559963808	0.011708121418078898
DNAL4	-0.06515947117747167	0.00920871551425109	0.01172895009778558
BBS4	-0.08355829076914478	0.009283955275666283	0.011822933511705663
RNFT1	-0.11496256091244472	0.009339573712772537	0.011891904091466158
LHB	-0.05706225130967102	0.009425258469602097	0.011999130021682156
LMAN2	0.06808363463581735	0.009448045517419795	0.0120262609999147
CLASRP	-0.0864135932175305	0.009464298411428282	0.012045067586245364
NCKAP1	0.08777502587216901	0.009541373214238303	0.012141263323364761
SLC22A6	-0.05477120146539427	0.009546812429206058	0.012146287975893857
TFDP3	-0.0586352903331111	0.009572110270580568	0.012176306567972004
MOB1A	-0.07731857189066105	0.009573395040004495	0.012176306567972004
NEMF	-0.06254002739321685	0.009635194435598642	0.012252996169739908
FLNA	-0.22936578397188523	0.009702651170640068	0.012336855108370402
NPAT	0.06155010276585138	0.00974367859740536	0.012387088438417517
CRLF1	-0.07648464104536501	0.009778126443883433	0.012428942815661535
ZBED1	-0.08400232107264216	0.009894431859544701	0.01257481678468961
ADM	-0.1754283626508375	0.009943438790803139	0.012635129066935097
TRIM22	-0.15501307070113324	0.010006590933923304	0.012713394063071563
CREBZF	0.10370301218521938	0.01002102439827857	0.012729747127291047
LAMA4	0.14647156543500195	0.010025270087809166	0.012733155540142907
FYN	-0.14721016402812825	0.010052157045169412	0.01276531521911883
PTAFR	0.09240577137512052	0.010239016292174996	0.013000583322675919
HRH3	-0.040839637305798426	0.01026452887820122	0.01303094653816198
PKD2	-0.09278221255050223	0.010281073709867222	0.013049917392789406
HABP2	0.0735160760502005	0.010290955425571326	0.013060426064940154
TTC17	-0.09970351145428857	0.010293262498421512	0.013061319853571613
ALDOB	0.33891166254100735	0.010370670951286567	0.013157496120509768
NPAS1	-0.06327993432981582	0.010524010381173891	0.013349962732905674
PPP1R2	0.07076634491116174	0.010573821697743443	0.013411061947846121
CCK	-0.0951852129298274	0.010583805240695084	0.013421635372926274
EFCAB2	0.10246582697642026	0.010655197497749925	0.01351006759128118
C1RL	-0.10525152170153618	0.01076009574207203	0.013640949004689634
BGLAP	-0.08933761027290554	0.010767662919813719	0.01364841890396049
SKIC8	0.07086699712100852	0.010853122753793834	0.013754603004769201
KANK1	0.08133538579942812	0.010904620942880716	0.013817719804623691
TUBG2	0.1360230955503079	0.011003917969614642	0.013941375549500888
ATP6V0A2	0.07468685811917375	0.011015094146759748	0.013953365801639231
MYO5A	-0.10649273044681884	0.011249988938405777	0.01424870373936411
LIMD1	0.06949953154566924	0.01125640275933982	0.014254328954379059
CEP104	0.06960091856987205	0.011257928721362574	0.014254328954379059
MPST	-0.08979165028532599	0.01128233878145495	0.014283016736069036
ZNF143	0.06480144416184785	0.011297834363329942	0.014298542057110286
PLEKHA1	0.07360017286622345	0.011298111707661446	0.014298542057110286
C21orf91	0.0797625778818496	0.011301827724064602	0.014301023932205349
RASIP1	0.12379035945198513	0.011354616245942629	0.014365590403382469
ZBTB17	-0.09502854491137747	0.011449664126761417	0.014483594065349083
NME3	-0.08841814696058492	0.011489986037760172	0.014532344594398207
PCCB	-0.09289286065727431	0.011557867099597257	0.014615930942678157
SNX27	0.08278268508689557	0.011583209741999641	0.014645706157882868
KBTBD4	-0.04902085982074489	0.011620633947702073	0.014690745584831553
DET1	-0.06393708560763667	0.011660485700145523	0.01473883945563609
ZNF302	-0.08458729701114631	0.01173143034605297	0.01482621369261564
POLR2J2	0.11550494371513764	0.011742496060042464	0.014837897409410147
ERAP1	-0.11911975049818935	0.011794423967895703	0.014901203242539856
AKAP17A	0.07300285528430805	0.01179762861482666	0.014902941494686473
CLN3	-0.09171519103926151	0.011808971877240696	0.014914958435777191
TUBA1A	0.17382746856856457	0.011861350127663135	0.014978791599306816
TSC2	0.06909060478985118	0.011943823053237752	0.01508060335618755
NAXD	0.08025775606372143	0.01195873586559779	0.015097093504067604
MAML1	-0.04251463092226615	0.012011444886343306	0.015161286304029058
ACTR1A	-0.07242267875605712	0.012135186216679483	0.015315104921747112
CDIPT	-0.060933355985625326	0.012339580697225893	0.015570647739500433
ALDH18A1	-0.094671167406851	0.012414129704233529	0.01566229183461821
MYLIP	-0.09258986957560644	0.01243692936554465	0.01568862808046801
POLRMT	0.06534052671161206	0.012449224534551535	0.015701707279377877
HFE	-0.04993283795661707	0.012549313461657016	0.01582549603823012
SUPT20H	-0.2697680472520503	0.012569856014545333	0.015848948887904984
OGFOD2	-0.06280533908465458	0.01259606536925836	0.01587953847371386
IQCE	0.08419783079524379	0.012617162694838702	0.015903674988436284
MBTPS1	-0.06140274573936111	0.012708352094793809	0.01601613999698032
WDR6	0.07723567551126997	0.012935000406228728	0.01629926060157073
BCAM	-0.051184314913969686	0.012953198744584844	0.016319668610021938
CADPS2	0.07359743498396032	0.01318865765869149	0.01661375347977693
ZNF160	0.0689660408495234	0.01321134590539676	0.016639761635715334
NDUFA3	-0.07605630175109468	0.013265210043586263	0.016705021889226464
KCNH2	0.14611109183820403	0.01339878627248311	0.01687062875996058
HSPA13	0.08404182103744251	0.013419351525239643	0.016893912494852132
CST5	0.05765041086925482	0.013669475614632796	0.017206140992221605
RIPK4	0.10125790681182156	0.013821167951892964	0.017394393457911318
GP9	-0.046629631055362	0.01383482616687322	0.01740889413740733
DNAJC8	0.06080116640481137	0.013910373803209563	0.01750125615599116
PDPR	-0.10165845505573401	0.013972483247992341	0.017576685086120654
EXOC1	-0.06307714507685791	0.014023205513607714	0.017637768441177537
HOXB3	0.07052634951362524	0.014068971810497804	0.01769260050675102
DEDD	0.04538915749135608	0.014075486217560246	0.01769806159341127
KLHL22	0.06877581514836706	0.014126672893047941	0.017759681796582483
CHRM4	0.047884940832435774	0.01416427720793978	0.01780421023715892
SMARCC2	-0.06593234130615322	0.014181930136948705	0.01782365032171422
AHR	0.08566366908585987	0.014211849171791314	0.01785849790299575
FAM3A	-0.08324577674991573	0.01424102273864227	0.017892398134011077
AKAP8	0.06130604896874026	0.01428312271262004	0.017942526126890814
SNX16	0.07874377074358918	0.014366182021491517	0.01804408404641405
HMG20B	-0.06968908762318016	0.014392086244623126	0.01807383430535273
CAND1	0.06101254303904824	0.014502776383172314	0.01820803143163749
PITX2	0.25724878321259403	0.014503415391184065	0.01820803143163749
EMSY	-0.06487369258514519	0.014554419814760204	0.018269249394713635
GGCX	0.08123040757220057	0.014578743580236945	0.018296963104166158
STK39	-0.08873955716589421	0.014642889231837123	0.01837463879738847
TFG	0.05841160960028269	0.014775956676542433	0.018538763811723525
JMJD6	-0.05624202177957649	0.01486725030192389	0.018650434530538454
MRTFB	-0.060273101939075424	0.01492052200605387	0.01871438107239233
BMPR2	-0.09801987745501428	0.014943580189089855	0.01874041781484968
IFFO1	-0.0813216214128154	0.015039447082155594	0.01885774030966086
COPS2	0.0751196553800515	0.01514037527301981	0.01898137201535976
SRP54	0.06405186024632492	0.015238561281337593	0.019101528362039696
FGFR3	-0.08721422800363943	0.015337509398801937	0.019222602905388648
AK4	0.12330923839253582	0.015340143972361065	0.019222948367026038
KMT5A	0.05913058318864195	0.015389453754464065	0.019281774084429222
SPTBN1	-0.12743620000057376	0.0155247890585951	0.019448348353342273
DENND2D	-0.10221727108907785	0.01555570389215339	0.019484081004789114
PRKD1	0.14383585905757634	0.01563901143906935	0.019585416354230237
STAC	-0.07799150495525264	0.01576284568399438	0.019737466115376492
SERPING1	0.19178438986024826	0.01591417369981808	0.019923890225813107
FBXO38	0.04657439587365353	0.01607499222935106	0.020122136970350504
SIK1	0.2268713037666119	0.016100595020809207	0.020151090281765358
H1-0	-0.10748806308547998	0.016104888635507252	0.02015336877929186
SLC2A10	-0.1368396263562559	0.016161530727982962	0.020221144465274555
FGFR1	-0.1352447053111474	0.016262398820080775	0.020344225972495893
NEU2	-0.061201065463544424	0.0163486677618924	0.02044862781937799
SCAMP1	0.07901244497636206	0.016350872361156826	0.02044862781937799
AP4S1	-0.058230259421154784	0.01648541702525012	0.020613727687396534
PEX2	-0.0528537302396348	0.01653481300667606	0.020672321446978097
PCDHA10	0.0640640585023684	0.016554609657585706	0.020693896931993545
VAMP5	-0.13435558422466443	0.016744710080893878	0.020928319394049728
STXBP2	-0.08637951241082575	0.016785667750762633	0.02097629297668528
CHRD	-0.050500035508519225	0.016862787223691028	0.02106943469577709
CYBA	0.11033486000466652	0.016933672778652587	0.021154759998963657
DSC1	-0.05823263865408901	0.01701379636243677	0.021251598184778852
SLC25A1	-0.09263851265023781	0.017049877872304373	0.021293403031633462
ISYNA1	0.07917589983204554	0.017099968255545373	0.02135268791211144
FGF8	-0.04417464533368065	0.017157198295406687	0.02142086853213867
BRD1	0.05411006557550557	0.017236328555900463	0.02151636663634082
MERTK	-0.09639306860859964	0.01725479940809081	0.02153612503852535
CRYBB3	-0.05345440661689871	0.017322419276501643	0.021614541632334464
GRB2	-0.049644298154692734	0.017322931819950472	0.021614541632334464
CYP4F11	0.1425286699634256	0.0173891827111816	0.021693883942654448
TMA7	0.06529116779277011	0.017550064889862084	0.0218912412042685
RREB1	-0.05126097961838738	0.01755870860646524	0.02189867101837852
PPDPF	0.0896201243394259	0.017566530603593908	0.02190507389268351
ZNF280D	-0.07783073967434362	0.017613524209301172	0.021960313461076384
PHKA2	0.10264968113048756	0.017636781047879344	0.0219859459628528
NECAP2	0.06545560509367121	0.01808102909784705	0.022536296439026552
ABHD14A	0.08772460336628196	0.018107538107366268	0.02256588592092487
WIPI2	0.058740828007201706	0.0181878925656821	0.022662559100572386
ZNF562	0.0830552078957929	0.018242789755745312	0.022727487191494963
